Products — Final Business Master,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
"Final values only • Filterable catalogue • Profit, margin and markup are formula-driven",,,,,,,,,,,,,
,,,,,,,,,,,,,
SKU,Product Name,Category,Sales Type,Unit of Measure,Pack Quantity,Currency,Wholesale Price,Buying Price,Profit,Profit Margin %,Markup %,Active,Source Key
RS-000554,SHEESHA KANGHI SIKKA PENCIL(4),FANCY PENCIL,Wholesale,Piece,,PKR,1920,1680,240,0.125,0.14285714285714285,True,WS-RATES:16:15
RS-000555,GAME SIKKA PENCIL(32PC),FANCY PENCIL,Wholesale,Pack,32,PKR,1280,1185,95,0.07421875,0.08016877637130802,True,WS-RATES:16:16
RS-000556,KIDCO WATER COLOUR BRUSH M,MARKER,Wholesale,Piece,,PKR,310,290,20,0.06451612903225806,0.06896551724137931,True,WS-RATES:16:17
RS-000557,KIDCO PENCIL BOX K900,pencil box,Wholesale,Box,,PKR,145,108,37,0.25517241379310346,0.3425925925925926,True,WS-RATES:16:18
RS-000558,KIDCO ERSER J545,ERASERS,Wholesale,Piece,,PKR,350,315,35,0.1,0.1111111111111111,True,WS-RATES:16:19
RS-000559,PAPER CLIP 33MM,STAPLERS,Wholesale,Piece,,PKR,500,465,35,0.07,0.07526881720430108,True,WS-RATES:16:20
RS-000560,COLOURING BOOK LARGE (NEW),BALL POINT,Wholesale,Piece,,PKR,300,250,50,0.16666666666666666,0.2,True,WS-RATES:16:21
RS-000561,PAPER FASTNER,BALL POINT,Wholesale,Piece,,PKR,175,155,20,0.11428571428571428,0.12903225806451613,True,WS-RATES:16:22
RS-000562,STICKY NOTE Z29,STICKY NOTE,Wholesale,Piece,,PKR,215,190,25,0.11627906976744186,0.13157894736842105,True,WS-RATES:16:23
RS-000563,STICKY NOTE Z15DK,STICKY NOTE,Wholesale,Piece,,PKR,260,243,17,0.06538461538461539,0.06995884773662552,True,WS-RATES:16:24
RS-000564,STICKY NOTE Y08,STICKY NOTE,Wholesale,Piece,,PKR,220,202,18,0.08181818181818182,0.0891089108910891,True,WS-RATES:16:25
RS-000565,STICKY NOTE Z27,STICKY NOTE,Wholesale,Piece,,PKR,190,172,18,0.09473684210526316,0.10465116279069768,True,WS-RATES:16:26
RS-000566,STICKY NOTE Z17-1,STICKY NOTE,Wholesale,Piece,,PKR,200,180,20,0.1,0.1111111111111111,True,WS-RATES:16:27
RS-000567,STICKY NOTE P96,STICKY NOTE,Wholesale,Piece,,PKR,160,142,18,0.1125,0.1267605633802817,True,WS-RATES:16:28
RS-000568,STICKY NOTE Z16,STICKY NOTE,Wholesale,Piece,,PKR,170,152,18,0.10588235294117647,0.11842105263157894,True,WS-RATES:16:29
RS-000569,STICKY NOTE P19,STICKY NOTE,Wholesale,Piece,,PKR,80,79,1,0.0125,0.012658227848101266,True,WS-RATES:16:30
RS-000570,STICKY NOTE P16.1,STICKY NOTE,Wholesale,Piece,,PKR,120,102,18,0.15,0.17647058823529413,True,WS-RATES:16:31
RS-000571,STICKEY NOTE P100,STICKY NOTE,Wholesale,Piece,,PKR,120,102,18,0.15,0.17647058823529413,True,WS-RATES:16:32
RS-000572,SCISSOR 2712,SCISSOR,Wholesale,Piece,,PKR,220,195,25,0.11363636363636363,0.1282051282051282,True,WS-RATES:16:33
RS-000573,SCISSOR CY2701,SCISSOR,Wholesale,Piece,,PKR,340,300,40,0.11764705882352941,0.13333333333333333,True,WS-RATES:16:34
RS-000574,SCISSOR DL3172,SCISSOR,Wholesale,Piece,,PKR,430,390,40,0.09302325581395349,0.10256410256410256,True,WS-RATES:16:35
RS-000575,BALOON MILKY 100PCS,BALLOONS,Wholesale,Pack,100,PKR,290,255,35,0.1206896551724138,0.13725490196078433,True,WS-RATES:16:36
RS-000576,STICKER YK002,STICKERS,Wholesale,Piece,,PKR,55,35,20,0.36363636363636365,0.5714285714285714,True,WS-RATES:16:37
RS-000577,STICKER WXAA,STICKERS,Wholesale,Piece,,PKR,65,51,14,0.2153846153846154,0.27450980392156865,True,WS-RATES:17:2
RS-000578,STICKER TLG004,STICKERS,Wholesale,Piece,,PKR,55,40,15,0.2727272727272727,0.375,True,WS-RATES:17:3
RS-000579,STICKER YH99,STICKERS,Wholesale,Piece,,PKR,100,57,43,0.43,0.7543859649122807,True,WS-RATES:17:4
RS-000580,STICKER TJA ABC,STICKERS,Wholesale,Piece,,PKR,85,66,19,0.2235294117647059,0.2878787878787879,True,WS-RATES:17:5
RS-000581,STICKER TJK ABC,STICKERS,Wholesale,Piece,,PKR,70,65,5,0.07142857142857142,0.07692307692307693,True,WS-RATES:17:6
RS-000582,2026 DAIRY 2000,CHINA DAIRIES,Wholesale,Piece,,PKR,1100,1010,90,0.08181818181818182,0.0891089108910891,True,WS-RATES:17:7
RS-000583,2026 DAIRY 1100,CHINA DAIRIES,Wholesale,Piece,,PKR,620,560,60,0.0967741935483871,0.10714285714285714,True,WS-RATES:17:8
RS-000584,2026 DAIRY 835,CHINA DAIRIES,Wholesale,Piece,,PKR,460,420,40,0.08695652173913043,0.09523809523809523,True,WS-RATES:17:9
RS-000585,2026 DAIRY 650,CHINA DAIRIES,Wholesale,Piece,,PKR,370,330,40,0.10810810810810811,0.12121212121212122,True,WS-RATES:17:10
RS-000586,SUBJECT REGISTER NO 4,RING REGISTERS,Wholesale,Piece,,PKR,270,225,45,0.16666666666666666,0.2,True,WS-RATES:17:11
RS-000587,USAMA SKETCH BOOK 30,drawing copy,Wholesale,Piece,,PKR,160,135,25,0.15625,0.18518518518518517,True,WS-RATES:17:12
RS-000588,HOME WORK DAIRY 75,DIARIES,Wholesale,Piece,,PKR,75,62,13,0.17333333333333334,0.20967741935483872,True,WS-RATES:17:13
RS-000589,DRAFTING PAD LARGE,CHINA,Wholesale,Piece,,PKR,100,67,33,0.33,0.4925373134328358,True,WS-RATES:17:14
RS-000590,DRAFTING PAD MEDIUM,CHINA,Wholesale,Piece,,PKR,40,35,5,0.125,0.14285714285714285,True,WS-RATES:17:15
RS-000591,FILE FLAPER,CHINA DAIRIES,Wholesale,Piece,,PKR,20,14,6,0.3,0.42857142857142855,True,WS-RATES:17:16
RS-000592,DAY BOOK NO 200,GATTA REGISTER,Wholesale,Piece,,PKR,600,520,80,0.13333333333333333,0.15384615384615385,True,WS-RATES:17:17
RS-000593,LUDDO DANA COLOUR(18MM),CHINA,Wholesale,Piece,,PKR,16,13.5,2.5,0.15625,0.18518518518518517,True,WS-RATES:17:18
RS-000594,UNI EYE (BOX),GEL PEN,Wholesale,Box,,PKR,3120,3000,120,0.038461538461538464,0.04,True,WS-RATES:17:19
RS-000595,UNI SIGNO (BOX),GEL PEN,Wholesale,Box,,PKR,1500,1280,220,0.14666666666666667,0.171875,True,WS-RATES:17:20
RS-000596,3D STICKERS SMALL NEW,STICKERS,Wholesale,Piece,,PKR,70,55,15,0.21428571428571427,0.2727272727272727,True,WS-RATES:17:21
RS-000597,3D STICKER NEW (1PCS),STICKERS,Individual,Piece,1,PKR,125,100,25,0.2,0.25,True,WS-RATES:17:22
RS-000598,ORO OKTAVE STAPLER (24/6),STAPLERS,Wholesale,Piece,,PKR,370,330,40,0.10810810810810811,0.12121212121212122,True,WS-RATES:17:23
RS-000599,MERCURY BRITO POINTER,POINTER,Wholesale,Piece,,PKR,225,209,16,0.07111111111111111,0.07655502392344497,True,WS-RATES:17:24
RS-000600,AIR PUMP SMALL,CHINA,Wholesale,Piece,,PKR,350,295,55,0.15714285714285714,0.1864406779661017,True,WS-RATES:17:25
RS-000601,BAT GRIPPER (CONE),BALL POINT,Wholesale,Piece,,PKR,165,135,30,0.18181818181818182,0.2222222222222222,True,WS-RATES:17:26
RS-000602,HAND GRIP ADGESTABLE,HAND GRIP,Wholesale,Piece,,PKR,380,355,25,0.06578947368421052,0.07042253521126761,True,WS-RATES:17:27
RS-000603,WRIST BAND,CHINA,Wholesale,Piece,,PKR,260,230,30,0.11538461538461539,0.13043478260869565,True,WS-RATES:17:28
RS-000604,130 NEAT REGISTER,BALL POINT,Wholesale,Piece,,PKR,175,155,20,0.11428571428571428,0.12903225806451613,True,WS-RATES:17:29
RS-000605,BALOON MULTI LARGE,CHINA,Wholesale,Piece,,PKR,190,140,50,0.2631578947368421,0.35714285714285715,True,WS-RATES:17:30
RS-000606,FOUNTAIN PEN,Fountain pen,Wholesale,Piece,,PKR,620,589,31,0.05,0.05263157894736842,True,WS-RATES:17:31
RS-000607,DEER TIKON RUBBER TIP JAR(48P),PENCIL JAR,Wholesale,Jar,48,PKR,430,348,82,0.19069767441860466,0.23563218390804597,True,WS-RATES:17:32
RS-000608,40 NUMBER RAZA REGISTER (L),REGISTERS,Wholesale,Piece,,PKR,260,250,10,0.038461538461538464,0.04,True,WS-RATES:17:33
RS-000609,DEER SUPER EXCEL PENCIL R/T,PENCILS,Wholesale,Piece,,PKR,96,80,16,0.16666666666666666,0.2,True,WS-RATES:17:34
RS-000610,PAK MATE A4 70GM PAPER,PAPER,Wholesale,Piece,,PKR,830,805,25,0.030120481927710843,0.031055900621118012,True,WS-RATES:17:35
RS-000611,COPY MATE A4 80GM PAPER,PAPER,Wholesale,Piece,,PKR,1030,990,40,0.038834951456310676,0.04040404040404041,True,WS-RATES:17:36
RS-000612,COPY MATE A4 70GM PAPER,PAPER,Wholesale,Piece,,PKR,890,825,65,0.07303370786516854,0.07878787878787878,True,WS-RATES:17:37
RS-000613,MASTER 2 IN 1 0405 MARKER,MARKER,Wholesale,Piece,,PKR,340,325,15,0.04411764705882353,0.046153846153846156,True,WS-RATES:18:2
RS-000614,CHISHTI TABLES BOOK 040,drawing copy,Wholesale,Piece,,PKR,35,26,9,0.2571428571428571,0.34615384615384615,True,WS-RATES:18:3
RS-000615,CHISHTI TABLES BOOK 041,drawing copy,Wholesale,Piece,,PKR,30,21,9,0.3,0.42857142857142855,True,WS-RATES:18:4
RS-000616,SIKKA PENCIL FAN (48PCS),FANCY PENCIL,Wholesale,Pack,48,PKR,1020,940,80,0.0784313725490196,0.0851063829787234,True,WS-RATES:18:5
RS-000617,SCOTCH,SCOTCH TAPE,Wholesale,Piece,,PKR,180,140,40,0.2222222222222222,0.2857142857142857,True,WS-RATES:18:6
RS-000618,TANGO PC 24 FULL COLOUR,CHINA,Wholesale,Piece,,PKR,275,255,20,0.07272727272727272,0.0784313725490196,True,WS-RATES:18:7
RS-000619,ROUND CANVAS 10 INCH,BALL POINT,Wholesale,Piece,,PKR,210,185,25,0.11904761904761904,0.13513513513513514,True,WS-RATES:18:8
RS-000620,MERCURY FUSION PENCIL 4110,PENCILS,Wholesale,Piece,,PKR,150,136,14,0.09333333333333334,0.10294117647058823,True,WS-RATES:18:9
RS-000621,SANAAA PHOTO PAPER 260G (20P),CHINA DAIRIES,Wholesale,Pack,20,PKR,320,275,45,0.140625,0.16363636363636364,True,WS-RATES:18:10
RS-000622,SANAAA PHOTO PAPER 230G (20P),CHINA DAIRIES,Wholesale,Pack,20,PKR,280,245,35,0.125,0.14285714285714285,True,WS-RATES:18:11
RS-000623,SANAAA PHOTO PAPER 180G (20P),CHINA DAIRIES,Wholesale,Pack,20,PKR,240,200,40,0.16666666666666666,0.2,True,WS-RATES:18:12
RS-000624,LAMINATION 63X93X250 (50PCS),CHINA DAIRIES,Wholesale,Pack,50,PKR,500,450,50,0.1,0.1111111111111111,True,WS-RATES:18:13
RS-000625,LAMINATION 75X100X250 (60PCS),CHINA DAIRIES,Wholesale,Pack,60,PKR,510,460,50,0.09803921568627451,0.10869565217391304,True,WS-RATES:18:14
RS-000626,LAMINATION A4 80 MIC (100PCS),CHINA DAIRIES,Wholesale,Pack,100,PKR,1100,1000,100,0.09090909090909091,0.1,True,WS-RATES:18:15
RS-000627,GLAZE SHEET (12PCS),GIFT SHEET,Wholesale,Pack,12,PKR,150,130,20,0.13333333333333333,0.15384615384615385,True,WS-RATES:18:16
RS-000628,PIANO MATH BOX 504,GEOMATRIES,Wholesale,Box,,PKR,290,276,14,0.04827586206896552,0.050724637681159424,True,WS-RATES:18:17
RS-000629,RUBBER BAND 200G PACK,CHINA DAIRIES,Wholesale,Pack,,PKR,250,220,30,0.12,0.13636363636363635,True,WS-RATES:18:18
RS-000630,TEMPO ST 10,MARKER COLOR,Wholesale,Piece,,PKR,104,99,5,0.04807692307692308,0.050505050505050504,True,WS-RATES:18:19
RS-000631,M&G TABLE PEN,BALL POINT,Wholesale,Piece,,PKR,150,126,24,0.16,0.19047619047619047,True,WS-RATES:18:20
RS-000632,CHINA PENCIL W/R,PENCILS,Wholesale,Piece,,PKR,140,132,8,0.05714285714285714,0.06060606060606061,True,WS-RATES:18:21
RS-000633,CHINA PENCIL R/T,PENCILS,Wholesale,Piece,,PKR,150,142,8,0.05333333333333334,0.056338028169014086,True,WS-RATES:18:22
RS-000634,ORO GUM STICK 8G(1PC),GUM STICK,Individual,Piece,1,PKR,46,43.7,2.299999999999997,0.04999999999999994,0.052631578947368356,True,WS-RATES:18:23
RS-000635,SMILY MAGNET PATTA LARGE,CHINA,Wholesale,Piece,,PKR,180,156,24,0.13333333333333333,0.15384615384615385,True,WS-RATES:18:24
RS-000636,SMILY MAGNET PATTA SMALL,CHINA,Wholesale,Piece,,PKR,170,146,24,0.1411764705882353,0.1643835616438356,True,WS-RATES:18:25
RS-000637,177 CELL AA (40PCS),CHINA DAIRIES,Wholesale,Pack,40,PKR,810,760,50,0.06172839506172839,0.06578947368421052,True,WS-RATES:18:26
RS-000638,177 CELL AAA (40PCS),CHINA DAIRIES,Wholesale,Pack,40,PKR,710,660,50,0.07042253521126761,0.07575757575757576,True,WS-RATES:18:27
RS-000639,SK SONY CELL AA (40PCS),CHINA DAIRIES,Wholesale,Pack,40,PKR,810,760,50,0.06172839506172839,0.06578947368421052,True,WS-RATES:18:28
RS-000640,SK SONY CELL AAA (40PCS),CHINA DAIRIES,Wholesale,Pack,40,PKR,710,660,50,0.07042253521126761,0.07575757575757576,True,WS-RATES:18:29
RS-000641,LASER LIGHT LARGE PACK,PENCILS,Wholesale,Pack,,PKR,1200,1100,100,0.08333333333333333,0.09090909090909091,True,WS-RATES:18:30
RS-000642,SIKKA PENCIL GAME (36pcs),PENCILS,Wholesale,Pack,36,PKR,1440,1380,60,0.041666666666666664,0.043478260869565216,True,WS-RATES:18:31
RS-000643,DOUBLE WHOLE PUNCH (SX 8230),CHINA DAIRIES,Wholesale,Piece,,PKR,200,185,15,0.075,0.08108108108108109,True,WS-RATES:18:32
RS-000644,DL 21G GUM STICK,GUM STICK,Wholesale,Piece,,PKR,75,62,13,0.17333333333333334,0.20967741935483872,True,WS-RATES:18:33
RS-000645,DL 36G GUM STICK,GUM STICK,Wholesale,Piece,,PKR,140,120,20,0.14285714285714285,0.16666666666666666,True,WS-RATES:18:34
RS-000646,PLASTIC BALL NO 150,BALL POINT,Wholesale,Piece,,PKR,150,120,30,0.2,0.25,True,WS-RATES:18:35
RS-000647,PLASTIC BALL NO 65,BALL POINT,Wholesale,Piece,,PKR,65,55,10,0.15384615384615385,0.18181818181818182,True,WS-RATES:18:36
RS-000648,KEFAYAT BIG BALL PEN (50PCS),BALL POINT,Wholesale,Pack,50,PKR,1150,1040,110,0.09565217391304348,0.10576923076923077,True,WS-RATES:18:37
RS-000649,NYX ERASER N45,ERASERS,Wholesale,Piece,,PKR,240,205,35,0.14583333333333334,0.17073170731707318,True,WS-RATES:19:2
RS-000650,THUMB PIN ART 909 1,CHINA,Wholesale,Piece,,PKR,550,480,70,0.12727272727272726,0.14583333333333334,True,WS-RATES:19:3
RS-000651,BRITO MARKER,BALL POINT,Wholesale,Piece,,PKR,175,155,20,0.11428571428571428,0.12903225806451613,True,WS-RATES:19:4
RS-000652,SURAH E MULK S10B,QURAN-E-PAK,Wholesale,Piece,,PKR,35,32,3,0.08571428571428572,0.09375,True,WS-RATES:19:5
RS-000653,LAMINATION SHEETS,BALL POINT,Wholesale,Piece,,PKR,175,155,20,0.11428571428571428,0.12903225806451613,True,WS-RATES:19:6
RS-000654,PHOTO SHEETS,BALL POINT,Wholesale,Piece,,PKR,175,155,20,0.11428571428571428,0.12903225806451613,True,WS-RATES:19:7
RS-000655,DOLLAR NEON 48PCS DISPLAY,HIGHLIGHTER,Wholesale,Pack,48,PKR,2250,2180,70,0.03111111111111111,0.03211009174311927,True,WS-RATES:19:8
RS-000656,TANGO 12 HALF COLOUR PENCIL,PENCIL COLOR,Wholesale,Piece,,PKR,70,68,2,0.02857142857142857,0.029411764705882353,True,WS-RATES:19:9
RS-000657,VISITING CARD HOLDER ELPHA,CHINA,Wholesale,Piece,,PKR,80,65,15,0.1875,0.23076923076923078,True,WS-RATES:19:10
RS-000658,ORO TRITUK PENCIL,PENCILS,Wholesale,Piece,,PKR,188,175,13,0.06914893617021277,0.07428571428571429,True,WS-RATES:19:11
RS-000659,POUCH 480 (12PCS),POUCH,Wholesale,Pack,12,PKR,480,380,100,0.20833333333333334,0.2631578947368421,True,WS-RATES:19:12
RS-000660,POUCH 65 (1PCS),POUCH,Individual,Piece,1,PKR,65,55,10,0.15384615384615385,0.18181818181818182,True,WS-RATES:19:13
RS-000661,POUCH 80 (1PCS),POUCH,Individual,Piece,1,PKR,80,60,20,0.25,0.3333333333333333,True,WS-RATES:19:14
RS-000662,STICKOO 50 GM,UHU,Wholesale,Piece,,PKR,245,240,5,0.02040816326530612,0.020833333333333332,True,WS-RATES:19:15
RS-000663,PRICE TAG WHITE TICO,CHINA,Wholesale,Piece,,PKR,350,310,40,0.11428571428571428,0.12903225806451613,True,WS-RATES:19:16
RS-000664,GERMAN GLUE NOZAL,GERMAN GLUE,Wholesale,Piece,,PKR,40,34,6,0.15,0.17647058823529413,True,WS-RATES:19:17
RS-000665,DHOLKI DISPLAY,DISPLAY,Wholesale,Piece,,PKR,160,135,25,0.15625,0.18518518518518517,True,WS-RATES:19:18
RS-000666,FANCY GEOMATERY NO A 988,FANCY GEOMETRY,Wholesale,Piece,,PKR,900,840,60,0.06666666666666667,0.07142857142857142,True,WS-RATES:19:19
RS-000667,FISH WIRE,BALL POINT,Wholesale,Piece,,PKR,60,53,7,0.11666666666666667,0.1320754716981132,True,WS-RATES:19:20
RS-000668,THERMAPORE SHEET,BALL POINT,Wholesale,Piece,,PKR,550,530,20,0.03636363636363636,0.03773584905660377,True,WS-RATES:19:21
RS-000669,STICKEY NOTE 2X3 COLOUR,STICKY NOTE,Wholesale,Piece,,PKR,45,38,7,0.15555555555555556,0.18421052631578946,True,WS-RATES:19:22
RS-000670,"SCOTCH TAPE 3""",SCOTCH TAPE,Wholesale,Piece,,PKR,140,105,35,0.25,0.3333333333333333,True,WS-RATES:19:23
RS-000671,BOCKET FANCY SHEET (96PCS),GIFT SHEET,Wholesale,Pack,96,PKR,1650,1470,180,0.10909090909090909,0.12244897959183673,True,WS-RATES:19:24
RS-000672,FANCY GEOMATERY A-8806,pencil box,Wholesale,Piece,,PKR,900,840,60,0.06666666666666667,0.07142857142857142,True,WS-RATES:19:25
RS-000673,ALBUM FILE 60 POCKET (MIDGO),FILE,Wholesale,Piece,,PKR,270,235,35,0.12962962962962962,0.14893617021276595,True,WS-RATES:19:26
RS-000674,ALBUM FILE 40 POCKET (MIDGO),FILE,Wholesale,Piece,,PKR,210,180,30,0.14285714285714285,0.16666666666666666,True,WS-RATES:19:27
RS-000675,ALBUM FILE 30 POCKET (MIDGO),FILE,Wholesale,Piece,,PKR,180,150,30,0.16666666666666666,0.2,True,WS-RATES:19:28
RS-000676,ALBUM FILE 20 POCKET (MIDGO),FILE,Wholesale,Piece,,PKR,150,125,25,0.16666666666666666,0.2,True,WS-RATES:19:29
RS-000677,ALBUM FILE 10 POCKET (MIDCO),FILE,Wholesale,Piece,,PKR,110,90,20,0.18181818181818182,0.2222222222222222,True,WS-RATES:19:30
RS-000678,DUX POP PENCIL (24pc),PENCILS,Wholesale,Pack,24,PKR,372,356,16,0.043010752688172046,0.0449438202247191,True,WS-RATES:19:31
RS-000679,DOUBLE HOLE PUNCH 104 THREE,STAPLERS,Wholesale,Piece,,PKR,1000,960,40,0.04,0.041666666666666664,True,WS-RATES:19:32
RS-000680,DOUBLE HOLE PUNCH 102 THREE,STAPLERS,Wholesale,Piece,,PKR,600,565,35,0.058333333333333334,0.061946902654867256,True,WS-RATES:19:33
RS-000681,DOUBLE HOLE PUNCH 137 THREE,STAPLERS,Wholesale,Piece,,PKR,460,425,35,0.07608695652173914,0.08235294117647059,True,WS-RATES:19:34
RS-000682,MERCURY 8410 METALO PENCIL,PENCIL JAR,Wholesale,Piece,,PKR,172,149,23,0.13372093023255813,0.15436241610738255,True,WS-RATES:19:35
RS-000683,MERCURY TWINKLE PENCIL,PENCIL JAR,Wholesale,Piece,,PKR,178,166,12,0.06741573033707865,0.07228915662650602,True,WS-RATES:19:36
RS-000684,MERCURY 8220 PENCIL (GLASS),PENCIL JAR,Wholesale,Piece,,PKR,748,680,68,0.09090909090909091,0.1,True,WS-RATES:19:37
RS-000685,DOLLAR QALAM MARKER,CUT MARKERS,Wholesale,Piece,,PKR,132,126.5,5.5,0.041666666666666664,0.043478260869565216,True,WS-RATES:20:2
RS-000686,ORO 12 COLOUR FULL NO 201,PENCIL COLOR,Wholesale,Piece,,PKR,210,194,16,0.0761904761904762,0.08247422680412371,True,WS-RATES:20:3
RS-000687,CHINA STAPLER PIN 24/6(BOX),STAPLER PIN,Wholesale,Box,,PKR,400,380,20,0.05,0.05263157894736842,True,WS-RATES:20:4
RS-000688,CT 9814 CALCULATOR,SCIENTIFIC CALCULAT,Wholesale,Piece,,PKR,780,670,110,0.14102564102564102,0.16417910447761194,True,WS-RATES:20:5
RS-000689,CTIFREE ECO-007G,SCIENTIFIC CALCULAT,Wholesale,Piece,,PKR,950,870,80,0.08421052631578947,0.09195402298850575,True,WS-RATES:20:6
RS-000690,QURAN PAK 111,SIPARA,Wholesale,Piece,,PKR,925,835,90,0.0972972972972973,0.10778443113772455,True,WS-RATES:20:7
RS-000691,Dux 12 inch scale,SCALES,Wholesale,Piece,,PKR,42,40,2,0.047619047619047616,0.05,True,WS-RATES:20:8
RS-000692,CLIP BOARD MURAKO(1PC),CLIP BOARD,Individual,Piece,1,PKR,85,76,9,0.10588235294117647,0.11842105263157894,True,WS-RATES:20:9
RS-000693,CLIP BOARD TASWEERI U,CLIP BOARD,Wholesale,Piece,,PKR,60,55,5,0.08333333333333333,0.09090909090909091,True,WS-RATES:20:10
RS-000694,CLIP BOARD TASWEERI 1 SOOTER,CLIP BOARD,Wholesale,Piece,,PKR,58,44,14,0.2413793103448276,0.3181818181818182,True,WS-RATES:20:11
RS-000695,170 NUMBER ROUGH REGISTER,REGISTERS,Wholesale,Piece,,PKR,85,81,4,0.047058823529411764,0.04938271604938271,True,WS-RATES:20:12
RS-000696,150 NUMBER ROUGH REGISTER,REGISTERS,Wholesale,Piece,,PKR,75,71,4,0.05333333333333334,0.056338028169014086,True,WS-RATES:20:13
RS-000697,PAK SHARPNER 5 SALE 937 100PC,SHARPNERS,Wholesale,Pack,100,PKR,360,325,35,0.09722222222222222,0.1076923076923077,True,WS-RATES:20:14
RS-000698,G/F SKETCH PENCIL (NEW),PENCILS,Wholesale,Piece,,PKR,275,255,20,0.07272727272727272,0.0784313725490196,True,WS-RATES:20:15
RS-000699,SHARK ERASER 560,ERASERS,Wholesale,Piece,,PKR,350,328,22,0.06285714285714286,0.06707317073170732,True,WS-RATES:20:16
RS-000700,SHARK ERASER 530,ERASERS,Wholesale,Piece,,PKR,240,222,18,0.075,0.08108108108108109,True,WS-RATES:20:17
RS-000701,SHARK ERASER 548,ERASERS,Wholesale,Piece,,PKR,370,347,23,0.062162162162162166,0.06628242074927954,True,WS-RATES:20:18
RS-000702,SHARK ERASER 540,ERASERS,Wholesale,Piece,,PKR,180,165,15,0.08333333333333333,0.09090909090909091,True,WS-RATES:20:19
RS-000703,SHARK ERASER 672,ERASERS,Wholesale,Piece,,PKR,270,257,13,0.04814814814814815,0.05058365758754864,True,WS-RATES:20:20
RS-000704,SHARK ERASER 972,ERASERS,Wholesale,Piece,,PKR,210,186,24,0.11428571428571428,0.12903225806451613,True,WS-RATES:20:21
RS-000705,SHARK ERASER 472,ERASERS,Wholesale,Piece,,PKR,210,186,24,0.11428571428571428,0.12903225806451613,True,WS-RATES:20:22
RS-000706,ORCHARD PENCIL 48 PCS JAR,PENCILS,Wholesale,Jar,48,PKR,600,544,56,0.09333333333333334,0.10294117647058823,True,WS-RATES:20:23
RS-000707,ORCHARD PENCIL BOX,PENCILS,Wholesale,Box,,PKR,150,136,14,0.09333333333333334,0.10294117647058823,True,WS-RATES:20:24
RS-000708,TANGO PC COLOUR 12 FULL,PENCIL COLOR,Wholesale,Piece,,PKR,164,152,12,0.07317073170731707,0.07894736842105263,True,WS-RATES:20:25
RS-000709,TANGO PC COLOUR 12 HALF,PENCIL COLOR,Wholesale,Piece,,PKR,82,74,8,0.0975609756097561,0.10810810810810811,True,WS-RATES:20:26
RS-000710,CUTTER WITH BLADE,CHINA DAIRIES,Wholesale,Piece,,PKR,180,160,20,0.1111111111111111,0.125,True,WS-RATES:20:27
RS-000711,GATTA KHATA LEDGER 68g N0 6,GATTA REGISTER,Wholesale,Piece,,PKR,540,460,80,0.14814814814814814,0.17391304347826086,True,WS-RATES:20:28
RS-000712,GATTA KHATA LEDGER 68g NO 5,GATTA REGISTER,Wholesale,Piece,,PKR,450,380,70,0.15555555555555556,0.18421052631578946,True,WS-RATES:20:29
RS-000713,DUX HEAVY DUTY STAPLER 3500,STAPLERS,Wholesale,Piece,,PKR,4600,3980,620,0.13478260869565217,0.15577889447236182,True,WS-RATES:20:30
RS-000714,DUX HEAVY DUTY STAPLER 2500,STAPLERS,Wholesale,Piece,,PKR,3600,2950,650,0.18055555555555555,0.22033898305084745,True,WS-RATES:20:31
RS-000715,CHINA PAINT MARKER SMALL,PAINT MARKERS,Wholesale,Piece,,PKR,85,75,10,0.11764705882352941,0.13333333333333333,True,WS-RATES:20:32
RS-000716,DUX SMILEY ERASER JAR,ERASERS,Wholesale,Jar,,PKR,370,335,35,0.0945945945945946,0.1044776119402985,True,WS-RATES:20:33
RS-000717,DUX 24 COLOUR PENCIL BOX,PENCIL COLOR,Wholesale,Box,,PKR,530,510,20,0.03773584905660377,0.0392156862745098,True,WS-RATES:20:34
RS-000718,DUX SPRING PEN,Fountain pen,Wholesale,Piece,,PKR,710,663,47,0.06619718309859154,0.07088989441930618,True,WS-RATES:20:35
RS-000719,ORO R6 GALAXY,GEL PEN,Wholesale,Piece,,PKR,340,320,20,0.058823529411764705,0.0625,True,WS-RATES:20:36
RS-000720,WHITE BOARD QAIDA,QAIDA,Wholesale,Piece,,PKR,140,120,20,0.14285714285714285,0.16666666666666666,True,WS-RATES:20:37
RS-000721,",,,,,,,,,,",GATTA REGISTER,Wholesale,Piece,,PKR,540,450,90,0.16666666666666666,0.2,True,WS-RATES:21:2
RS-000722,",,,,,",GATTA REGISTER,Wholesale,Piece,,PKR,450,375,75,0.16666666666666666,0.2,True,WS-RATES:21:3
RS-000723,DUX COMPASS(BOX),COMPASS,Wholesale,Box,,PKR,912,840,72,0.07894736842105263,0.08571428571428572,True,WS-RATES:21:4
RS-000724,STICKER BUTTER FLY 4PC,STICKERS,Wholesale,Pack,4,PKR,55,45,10,0.18181818181818182,0.2222222222222222,True,WS-RATES:21:5
RS-000725,STICKER BUTTER FLY 3PC,STICKERS,Wholesale,Pack,3,PKR,45,38,7,0.15555555555555556,0.18421052631578946,True,WS-RATES:21:6
