Products — Final Business Master,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
"Final values only • Filterable catalogue • Profit, margin and markup are formula-driven",,,,,,,,,,,,,
,,,,,,,,,,,,,
SKU,Product Name,Category,Sales Type,Unit of Measure,Pack Quantity,Currency,Wholesale Price,Buying Price,Profit,Profit Margin %,Markup %,Active,Source Key
RS-000142,GERMAN GLUE NAFEES 175G,GERMAN GLUE,Wholesale,Piece,,PKR,90,83,7,0.07777777777777778,0.08433734939759036,True,WS-RATES:4:35
RS-000143,LUNCH BOX KIDCO,CHINA,Wholesale,Box,,PKR,320,280,40,0.125,0.14285714285714285,True,WS-RATES:4:36
RS-000144,WATER BOTTLE FLEX,CHINA,Wholesale,Piece,,PKR,245,220,25,0.10204081632653061,0.11363636363636363,True,WS-RATES:4:37
RS-000145,LUNCH BOX HUNTER,CHINA,Wholesale,Box,,PKR,245,210,35,0.14285714285714285,0.16666666666666666,True,WS-RATES:5:2
RS-000146,COLOUR PAPER 500PC,PAPER WRITE,Wholesale,Pack,500,PKR,1300,1120,180,0.13846153846153847,0.16071428571428573,True,WS-RATES:5:3
RS-000147,DL STAPLER 0220,STAPLERS,Wholesale,Piece,,PKR,160,150,10,0.0625,0.06666666666666667,True,WS-RATES:5:4
RS-000148,DL SCISSOR 3259,SCISSOR,Wholesale,Piece,,PKR,270,235,35,0.12962962962962962,0.14893617021276595,True,WS-RATES:5:5
RS-000149,ARCO PENCIL,PENCILS,Wholesale,Piece,,PKR,168,156,12,0.07142857142857142,0.07692307692307693,True,WS-RATES:5:6
RS-000150,PATTA ST 10 CHINA,MARKER,Wholesale,Piece,,PKR,50,44,6,0.12,0.13636363636363635,True,WS-RATES:5:7
RS-000151,KIDCO PRIME PENCIL BOX,pencil box,Wholesale,Rim,,PKR,85,73,12,0.1411764705882353,0.1643835616438356,True,WS-RATES:5:8
RS-000152,KIDCO PENCIL BOX K1300,pencil box,Wholesale,Box,,PKR,150,108,42,0.28,0.3888888888888889,True,WS-RATES:5:9
RS-000153,FLAMINGO GEL PEN (20PCS),GEL PEN,Wholesale,Pack,20,PKR,40,38,2,0.05,0.05263157894736842,True,WS-RATES:5:10
RS-000154,JOJO PHOTOSHEET 180G DOUBLE,CHINA DAIRIES,Wholesale,Piece,,PKR,620,580,40,0.06451612903225806,0.06896551724137931,True,WS-RATES:5:11
RS-000156,APEX GLITTER GLUE,GLITTER DUST,Wholesale,Piece,,PKR,120,103,17,0.14166666666666666,0.1650485436893204,True,WS-RATES:5:13
RS-000157,200 GRAM BALL KING,BALL,Wholesale,Piece,,PKR,290,265,25,0.08620689655172414,0.09433962264150944,True,WS-RATES:5:14
RS-000158,SHUTTLE RAFIQUE,RACKETS,Wholesale,Piece,,PKR,960,900,60,0.0625,0.06666666666666667,True,WS-RATES:5:15
RS-000159,M&G MGS 12 STAPLER,STAPLERS,Wholesale,Piece,,PKR,305,285,20,0.06557377049180328,0.07017543859649122,True,WS-RATES:5:16
RS-000160,BINDING TAPE 1.5 20 YD,BALL POINT,Wholesale,Piece,,PKR,125,108,17,0.136,0.1574074074074074,True,WS-RATES:5:17
RS-000161,AWAN REHISTER NO 60,REGISTERS,Wholesale,Piece,,PKR,220,195,25,0.11363636363636363,0.1282051282051282,True,WS-RATES:5:18
RS-000162,AWAN REGISTER NO 30,REGISTERS,Wholesale,Piece,,PKR,170,150,20,0.11764705882352941,0.13333333333333333,True,WS-RATES:5:19
RS-000163,AWAN REGISTER NO 20,REGISTERS,Wholesale,Piece,,PKR,140,122,18,0.12857142857142856,0.14754098360655737,True,WS-RATES:5:20
RS-000164,RAYS COMPASS,COMPASS,Wholesale,Piece,,PKR,72,71,1,0.013888888888888888,0.014084507042253521,True,WS-RATES:5:21
RS-000165,RUBBER BAND,BALL POINT,Wholesale,Piece,,PKR,175,155,20,0.11428571428571428,0.12903225806451613,True,WS-RATES:5:22
RS-000166,ORO ALPHA STAPLER 10 NUMBER,STAPLERS,Wholesale,Piece,,PKR,260,250,10,0.038461538461538464,0.04,True,WS-RATES:5:23
RS-000167,HANDLER STAPLER 10,BALL POINT,Wholesale,Piece,,PKR,200,180,20,0.1,0.1111111111111111,True,WS-RATES:5:24
RS-000168,POUCH 170 (1PC),POUCH,Individual,Piece,1,PKR,170,140,30,0.17647058823529413,0.21428571428571427,True,WS-RATES:5:25
RS-000169,POUCH 140 (1PC),POUCH,Individual,Piece,1,PKR,140,120,20,0.14285714285714285,0.16666666666666666,True,WS-RATES:5:26
RS-000170,POUCH 720 (12PCS),POUCH,Wholesale,Pack,12,PKR,720,650,70,0.09722222222222222,0.1076923076923077,True,WS-RATES:5:27
RS-000171,DELI HEAVY DUTY STAPLER 0396,STAPLERS,Wholesale,Piece,,PKR,5900,5450,450,0.07627118644067797,0.08256880733944955,True,WS-RATES:5:28
RS-000172,FANCY GEOMETRY ZL750,GEOMATRIES,Wholesale,Piece,,PKR,390,350,40,0.10256410256410256,0.11428571428571428,True,WS-RATES:5:29
RS-000173,FANCY GEOMETRY W770,GEOMATRIES,Wholesale,Piece,,PKR,340,300,40,0.11764705882352941,0.13333333333333333,True,WS-RATES:5:30
RS-000174,FANCY GEOMETRY BX3971,GEOMATRIES,Wholesale,Piece,,PKR,390,350,40,0.10256410256410256,0.11428571428571428,True,WS-RATES:5:31
RS-000175,FANCY GEOMETRY A1204,GEOMATRIES,Wholesale,Piece,,PKR,260,230,30,0.11538461538461539,0.13043478260869565,True,WS-RATES:5:32
RS-000176,FANCY GEOMETRY UP278,GEOMATRIES,Wholesale,Piece,,PKR,400,360,40,0.1,0.1111111111111111,True,WS-RATES:5:33
RS-000177,GIFT RIBBON (2 INCH),BALL POINT,Wholesale,Piece,,PKR,155,140,15,0.0967741935483871,0.10714285714285714,True,WS-RATES:5:34
RS-000178,GIFT RIBBON (1/2 INCH),BALL POINT,Wholesale,Piece,,PKR,45,40,5,0.1111111111111111,0.125,True,WS-RATES:5:35
RS-000179,URO POSTER COLOUR 30ML,POSTER COLORS,Wholesale,Piece,,PKR,400,365,35,0.0875,0.0958904109589041,True,WS-RATES:5:36
RS-000180,KITA CORRECTION PEN,Correction pen,Wholesale,Piece,,PKR,36,35,1,0.027777777777777776,0.02857142857142857,True,WS-RATES:5:37
RS-000181,MERCURY ARROW GEL PEN,BALL POINT,Wholesale,Piece,,PKR,220,204,16,0.07272727272727272,0.0784313725490196,True,WS-RATES:6:2
RS-000182,SHARPNER RUBBER+BRUSH,BALL POINT,Wholesale,Piece,,PKR,48,43,5,0.10416666666666667,0.11627906976744186,True,WS-RATES:6:3
RS-000183,FANCY INK PEN,BALL POINT,Wholesale,Piece,,PKR,335,298,37,0.11044776119402985,0.12416107382550336,True,WS-RATES:6:4
RS-000184,10 IN BALL PEN CRYSTAL,BALL POINT,Wholesale,Piece,,PKR,80,72,8,0.1,0.1111111111111111,True,WS-RATES:6:5
RS-000185,SONEX 12 HALF COLOUR,PENCIL COLOR,Wholesale,Piece,,PKR,70,60,10,0.14285714285714285,0.16666666666666666,True,WS-RATES:6:6
RS-000186,MERCURY GUM STICK (8G) 1PC,BALL POINT,Individual,Piece,1,PKR,34,32,2,0.058823529411764705,0.0625,True,WS-RATES:6:7
RS-000187,DOLLAR PENCIL WATER BOTTLE P,PENCILS,Wholesale,Piece,,PKR,698,664,34,0.04871060171919771,0.05120481927710843,True,WS-RATES:6:8
RS-000188,DOLLAR BP6 DUAL BALL PEN,BALL POINT,Wholesale,Piece,,PKR,378,359,19,0.05026455026455026,0.052924791086350974,True,WS-RATES:6:9
RS-000189,DOLLAR BOARD INK 100ML,BOARD INK,Wholesale,Piece,,PKR,430,408,22,0.05116279069767442,0.05392156862745098,True,WS-RATES:6:10
RS-000190,350 A4 COPY,BALL POINT,Wholesale,Piece,,PKR,175,155,20,0.11428571428571428,0.12903225806451613,True,WS-RATES:6:11
RS-000191,SONEX 6 COLOUR HALF,PENCIL COLOR,Wholesale,Piece,,PKR,35,31.5,3.5,0.1,0.1111111111111111,True,WS-RATES:6:12
RS-000192,A4 AA PAPER RIM,BALL POINT,Wholesale,Rim,,PKR,175,155,20,0.11428571428571428,0.12903225806451613,True,WS-RATES:6:13
RS-000193,FAREWELL DISPLAY,DISPLAY,Wholesale,Piece,,PKR,185,155,30,0.16216216216216217,0.1935483870967742,True,WS-RATES:6:14
RS-000194,WELCOME BABY BOY/GIRL,DISPLAY,Wholesale,Piece,,PKR,230,195,35,0.15217391304347827,0.1794871794871795,True,WS-RATES:6:15
RS-000195,SIPARA SET 215,SIPARA SET,Wholesale,Set,,PKR,3475,3160,315,0.09064748201438849,0.09968354430379747,True,WS-RATES:6:16
RS-000196,GERMAN GLUE LOCK IT 45,GERMAN GLUE,Wholesale,Piece,,PKR,45,42,3,0.06666666666666667,0.07142857142857142,True,WS-RATES:6:17
RS-000197,DUX JUMBO COLOUR PENCIL DUA,PENCIL COLOR,Wholesale,Piece,,PKR,560,544,16,0.02857142857142857,0.029411764705882353,True,WS-RATES:6:18
RS-000198,NOTE CHECKER MACHINE,CHINA,Wholesale,Piece,,PKR,1000,750,250,0.25,0.3333333333333333,True,WS-RATES:6:19
RS-000199,POUCH 680 (12PCS),POUCH,Wholesale,Pack,12,PKR,680,650,30,0.04411764705882353,0.046153846153846156,True,WS-RATES:6:20
RS-000200,BAOKE METALLIC G/S PEN 1PC,GEL PEN,Individual,Piece,1,PKR,75,70,5,0.06666666666666667,0.07142857142857142,True,WS-RATES:6:21
RS-000201,WATER PAINT COLOUR,PAINT BRUSH,Wholesale,Piece,,PKR,400,360,40,0.1,0.1111111111111111,True,WS-RATES:6:22
RS-000202,DOLLAR CORRECTION (12PCS),Correction pen,Wholesale,Pack,12,PKR,456,433,23,0.05043859649122807,0.053117782909930716,True,WS-RATES:6:23
RS-000203,ECONO CORRECTION (12PCS) BO,Correction pen,Wholesale,Pack,12,PKR,369,350,19,0.051490514905149054,0.054285714285714284,True,WS-RATES:6:24
RS-000204,SPEED 509 RACKET,RACKETS,Wholesale,Piece,,PKR,1100,880,220,0.2,0.25,True,WS-RATES:6:25
RS-000205,ORO INK PEN VELOCITY F45,INK PEN,Wholesale,Piece,,PKR,790,710,80,0.10126582278481013,0.11267605633802817,True,WS-RATES:6:26
RS-000206,ORO INK PEN IVISION F11,INK PEN,Wholesale,Piece,,PKR,750,710,40,0.05333333333333334,0.056338028169014086,True,WS-RATES:6:27
RS-000207,ORO INK PEN VERVE F99,INK PEN,Wholesale,Piece,,PKR,790,750,40,0.05063291139240506,0.05333333333333334,True,WS-RATES:6:28
RS-000208,ORO INK PEN ORBIT F47,INK PEN,Wholesale,Piece,,PKR,850,810,40,0.047058823529411764,0.04938271604938271,True,WS-RATES:6:29
RS-000209,ORO INK PEN GALAXY F37,INK PEN,Wholesale,Piece,,PKR,750,710,40,0.05333333333333334,0.056338028169014086,True,WS-RATES:6:30
RS-000210,ORO INK PEN NEPTUNE F27,INK PEN,Wholesale,Piece,,PKR,870,830,40,0.04597701149425287,0.04819277108433735,True,WS-RATES:6:31
RS-000211,ORO INK PEN F41,INK PEN,Wholesale,Piece,,PKR,920,875,45,0.04891304347826087,0.05142857142857143,True,WS-RATES:6:32
RS-000212,NOTEBOOK SUNNY K,CHINA DAIRIES,Wholesale,Piece,,PKR,350,300,50,0.14285714285714285,0.16666666666666666,True,WS-RATES:6:33
RS-000213,M&G GUM STICK (15G),GUM STICK,Wholesale,Piece,,PKR,75,68,7,0.09333333333333334,0.10294117647058823,True,WS-RATES:6:34
RS-000214,AS GUM STICK 21 GRAM,BALL POINT,Wholesale,Piece,,PKR,95,80,15,0.15789473684210525,0.1875,True,WS-RATES:6:35
RS-000215,AS GUM STICK 9GM,GUM STICK,Wholesale,Piece,,PKR,39,35.5,3.5,0.08974358974358974,0.09859154929577464,True,WS-RATES:6:36
RS-000216,ORO TANGO STAPLER NO 24/6,STAPLERS,Wholesale,Piece,,PKR,350,310,40,0.11428571428571428,0.12903225806451613,True,WS-RATES:6:37
RS-000217,FANCY PENCIL 660,PENCILS,Wholesale,Piece,,PKR,30,26,4,0.13333333333333333,0.15384615384615385,True,WS-RATES:7:2
RS-000218,YASEEN Z50,SIPARA,Wholesale,Piece,,PKR,55,50,5,0.09090909090909091,0.1,True,WS-RATES:7:3
RS-000219,QURAN PAK 125A,SIPARA,Wholesale,Piece,,PKR,1640,1490,150,0.09146341463414634,0.10067114093959731,True,WS-RATES:7:4
RS-000220,QURAN PAK 129,SIPARA,Wholesale,Piece,,PKR,1845,1680,165,0.08943089430894309,0.09821428571428571,True,WS-RATES:7:5
RS-000221,QURAN PAK 165,SIPARA,Wholesale,Piece,,PKR,2175,1980,195,0.0896551724137931,0.09848484848484848,True,WS-RATES:7:6
RS-000222,QURAN PAK 123,SIPARA,Wholesale,Piece,,PKR,1340,1220,120,0.08955223880597014,0.09836065573770492,True,WS-RATES:7:7
RS-000223,QURAN PAK 124,SIPARA,Wholesale,Piece,,PKR,1490,1356,134,0.08993288590604027,0.09882005899705015,True,WS-RATES:7:8
RS-000224,CHISHTI GALAXY NAZMAIN,CHINA DAIRIES,Wholesale,Piece,,PKR,70,56,14,0.2,0.25,True,WS-RATES:7:9
RS-000226,CHISHTI HANDLE COLOURING BO,CHINA DAIRIES,Wholesale,Piece,,PKR,840,730,110,0.13095238095238096,0.1506849315068493,True,WS-RATES:7:11
RS-000227,CHISHTI SMART COLOURING BOO,CHINA DAIRIES,Wholesale,Piece,,PKR,360,310,50,0.1388888888888889,0.16129032258064516,True,WS-RATES:7:12
RS-000228,CHISHTI MINI COLOURING BOOK,CHINA DAIRIES,Wholesale,Piece,,PKR,220,185,35,0.1590909090909091,0.1891891891891892,True,WS-RATES:7:13
RS-000229,HOME WORK DAIRY NO 777,CHINA DAIRIES,Wholesale,Piece,,PKR,55,41,14,0.2545454545454545,0.34146341463414637,True,WS-RATES:7:14
RS-000230,HOME WORK DAIRY NO 666,CHINA DAIRIES,Wholesale,Piece,,PKR,60,47,13,0.21666666666666667,0.2765957446808511,True,WS-RATES:7:15
RS-000231,HOME WORK DAIRY NO 555,CHINA DAIRIES,Wholesale,Piece,,PKR,40,29,11,0.275,0.3793103448275862,True,WS-RATES:7:16
RS-000232,VISITING CARD HOLDER DG022,CHINA,Wholesale,Piece,,PKR,160,145,15,0.09375,0.10344827586206896,True,WS-RATES:7:17
RS-000233,CRAPE PAPER (G/S),CHINA,Wholesale,Piece,,PKR,580,550,30,0.05172413793103448,0.05454545454545454,True,WS-RATES:7:18
RS-000234,PAINT BRUSH 12PCS (A6075R),BRUSHES,Wholesale,Pack,12,PKR,480,425,55,0.11458333333333333,0.12941176470588237,True,WS-RATES:7:19
RS-000235,PAINT BRUSH 5PCS (A6090f),BRUSHES,Wholesale,Pack,5,PKR,290,220,70,0.2413793103448276,0.3181818181818182,True,WS-RATES:7:20
RS-000236,DUX CHOCO PENCIL,PENCILS,Wholesale,Piece,,PKR,396,375,21,0.05303030303030303,0.056,True,WS-RATES:7:21
RS-000237,COLOURING KIT 46PCS BOX,COLORING KIT,Wholesale,Box,46,PKR,530,500,30,0.05660377358490566,0.06,True,WS-RATES:7:22
RS-000238,GERMAN GLUE 1/2 LOCK IT,GERMAN GLUE,Wholesale,Piece,,PKR,120,90,30,0.25,0.3333333333333333,True,WS-RATES:7:23
RS-000239,GERMAN GLUE 1/2 KILO BOROLIT,GERMAN GLUE,Wholesale,Piece,,PKR,140,115,25,0.17857142857142858,0.21739130434782608,True,WS-RATES:7:24
RS-000240,ORO TRYPOP PENCIL,PENCILS,Wholesale,Piece,,PKR,184,176,8,0.043478260869565216,0.045454545454545456,True,WS-RATES:7:25
RS-000241,SIGNATURE MATE,BALL POINT,Wholesale,Piece,,PKR,153,144,9,0.058823529411764705,0.0625,True,WS-RATES:7:26
RS-000242,BALOON DILL,BALLOONS,Wholesale,Piece,,PKR,320,295,25,0.078125,0.0847457627118644,True,WS-RATES:7:27
RS-000243,BALOON EID+RAMAZAN MUBARIK,BALLOONS,Wholesale,Piece,,PKR,370,345,25,0.06756756756756757,0.07246376811594203,True,WS-RATES:7:28
RS-000244,SHAIQ MIX REGISTER NO 190,REGISTERS,Wholesale,Piece,,PKR,95,79,16,0.16842105263157894,0.20253164556962025,True,WS-RATES:7:29
RS-000245,MOON BALL 1PCS,BALL,Individual,Piece,1,PKR,95,73,22,0.23157894736842105,0.3013698630136986,True,WS-RATES:7:30
RS-000246,NOORANI QAIDA QTN1,SIPARA,Wholesale,Piece,,PKR,100,90,10,0.1,0.1111111111111111,True,WS-RATES:7:31
RS-000247,CHINA FOAM BOARD MARKER,MARKER,Wholesale,Piece,,PKR,15,9.5,5.5,0.36666666666666664,0.5789473684210527,True,WS-RATES:7:32
RS-000248,SHAIQ PRATICAL COPY P2,PRACTICAL COPY,Wholesale,Piece,,PKR,140,110,30,0.21428571428571427,0.2727272727272727,True,WS-RATES:7:33
RS-000249,CASIO FX 82MSC COLOUR,SHOP CALCULATOR,Wholesale,Piece,,PKR,360,325,35,0.09722222222222222,0.1076923076923077,True,WS-RATES:7:34
RS-000250,CASIO FX 82MS 2ND EDITION,SHOP CALCULATOR,Wholesale,Piece,,PKR,420,385,35,0.08333333333333333,0.09090909090909091,True,WS-RATES:7:35
RS-000251,CTIFREE UL170PH,SHOP CALCULATOR,Wholesale,Piece,,PKR,1400,1285,115,0.08214285714285714,0.08949416342412451,True,WS-RATES:7:36
RS-000252,STICKER YXH,STICKERS,Wholesale,Piece,,PKR,35,24,11,0.3142857142857143,0.4583333333333333,True,WS-RATES:7:37
RS-000253,STICKER YZ,STICKERS,Wholesale,Piece,,PKR,45,26,19,0.4222222222222222,0.7307692307692307,True,WS-RATES:8:2
RS-000254,TABLE PEN CHINA,INK PEN,Wholesale,Piece,,PKR,100,82,18,0.18,0.21951219512195122,True,WS-RATES:8:3
RS-000255,NOTE BOOK 8625,CHINA DAIRIES,Wholesale,Piece,,PKR,290,245,45,0.15517241379310345,0.1836734693877551,True,WS-RATES:8:4
RS-000256,ERASER FS 72PCS,ERASERS,Wholesale,Pack,72,PKR,250,230,20,0.08,0.08695652173913043,True,WS-RATES:8:5
RS-000257,FANCY SHARPNER DMS084,SHARPNERS,Wholesale,Piece,,PKR,45,39,6,0.13333333333333333,0.15384615384615385,True,WS-RATES:8:6
RS-000258,FANCY POUCH 5537,POUCH,Wholesale,Piece,,PKR,420,370,50,0.11904761904761904,0.13513513513513514,True,WS-RATES:8:7
RS-000259,TALOR REGISTER,GEOMATRIES,Wholesale,Piece,,PKR,480,410,70,0.14583333333333334,0.17073170731707318,True,WS-RATES:8:8
RS-000260,FANCU GEOMETRY 3232,GEOMATRIES,Wholesale,Piece,,PKR,300,245,55,0.18333333333333332,0.22448979591836735,True,WS-RATES:8:9
RS-000261,FANCY GEOMETRY 8300,GEOMATRIES,Wholesale,Piece,,PKR,500,455,45,0.09,0.0989010989010989,True,WS-RATES:8:10
RS-000262,FANCY GEOMETRY 5619,GEOMATRIES,Wholesale,Piece,,PKR,590,545,45,0.07627118644067797,0.08256880733944955,True,WS-RATES:8:11
RS-000263,FANCY GEOMETRY YH0005,GEOMATRIES,Wholesale,Piece,,PKR,390,355,35,0.08974358974358974,0.09859154929577464,True,WS-RATES:8:12
RS-000264,FANCY GEOMETRY 5559,GEOMATRIES,Wholesale,Piece,,PKR,520,485,35,0.0673076923076923,0.07216494845360824,True,WS-RATES:8:13
RS-000265,FANCY GEOMATRY 588214,GEOMATRIES,Wholesale,Piece,,PKR,400,365,35,0.0875,0.0958904109589041,True,WS-RATES:8:14
RS-000266,CHAMAK TAPE (M),TAPE,Wholesale,Piece,,PKR,144,123,21,0.14583333333333334,0.17073170731707318,True,WS-RATES:8:15
RS-000267,CARD CHUTAKI S,CHINA,Wholesale,Piece,,PKR,9,6.25,2.75,0.3055555555555556,0.44,True,WS-RATES:8:16
RS-000268,SIPARA SET HAFIZ 100/N,SIPARA,Wholesale,Set,,PKR,1750,1520,230,0.13142857142857142,0.1513157894736842,True,WS-RATES:8:17
RS-000269,SIPARA HAFIZ,SIPARA,Wholesale,Piece,,PKR,58,51,7,0.1206896551724138,0.13725490196078433,True,WS-RATES:8:18
RS-000270,WOODEN QURAN RAHEL L,CHINA DAIRIES,Wholesale,Piece,,PKR,240,200,40,0.16666666666666666,0.2,True,WS-RATES:8:19
RS-000271,WODDEN QURAN RAHEL S,CHINA DAIRIES,Wholesale,Piece,,PKR,210,180,30,0.14285714285714285,0.16666666666666666,True,WS-RATES:8:20
RS-000272,SLATE PANDA,BALL POINT,Wholesale,Piece,,PKR,65,55,10,0.15384615384615385,0.18181818181818182,True,WS-RATES:8:21
RS-000273,WOODEN SCALE LASANI L,BALL POINT,Wholesale,Piece,,PKR,240,210,30,0.125,0.14285714285714285,True,WS-RATES:8:22
RS-000274,STOCK REGISTER RIZWAN,BALL POINT,Wholesale,Piece,,PKR,360,310,50,0.1388888888888889,0.16129032258064516,True,WS-RATES:8:23
RS-000275,MASTER ATTANDANCE REGISTER,CHINA DAIRIES,Wholesale,Piece,,PKR,250,210,40,0.16,0.19047619047619047,True,WS-RATES:8:24
RS-000276,A4 PLASTIC COVER (10MM PKT),PLASTIC SHEET/ROLL,Wholesale,Piece,,PKR,2500,1800,700,0.28,0.3888888888888889,True,WS-RATES:8:25
RS-000277,PRACTICAL ASSIGNMENT PAPER,CHINA,Wholesale,Piece,,PKR,160,125,35,0.21875,0.28,True,WS-RATES:8:26
RS-000278,GIFT RIBBON (1INCH),CHINA,Wholesale,Piece,,PKR,100,80,20,0.2,0.25,True,WS-RATES:8:27
RS-000279,CARROM GOTI 2,CHINA,Wholesale,Piece,,PKR,270,240,30,0.1111111111111111,0.125,True,WS-RATES:8:28
RS-000280,CARROM GOTI SMALL,CHINA,Wholesale,Piece,,PKR,120,90,30,0.25,0.3333333333333333,True,WS-RATES:8:29
RS-000281,GLITTER GLUE NOZEL,GERMAN GLUE,Wholesale,Piece,,PKR,60,50,10,0.16666666666666666,0.2,True,WS-RATES:8:30
RS-000282,SHAIQ PRATICAL COPY P4,PRACTICAL COPY,Wholesale,Piece,,PKR,235,210,25,0.10638297872340426,0.11904761904761904,True,WS-RATES:8:31
RS-000283,SHAIQ PRATICAL COPY P3,PRACTICAL COPY,Wholesale,Piece,,PKR,185,160,25,0.13513513513513514,0.15625,True,WS-RATES:8:32
RS-000284,PIANO POINTER CRYSTAL,POINTER,Wholesale,Piece,,PKR,205,195,10,0.04878048780487805,0.05128205128205128,True,WS-RATES:8:33
RS-000285,MASK MASTER PLUS,CHINA DAIRIES,Wholesale,Piece,,PKR,160,120,40,0.25,0.3333333333333333,True,WS-RATES:8:34
RS-000286,SUPER SHINE SET SQUARE(1PCS),D-SET SQARE,Individual,Piece,1,PKR,30,23,7,0.23333333333333334,0.30434782608695654,True,WS-RATES:8:35
RS-000287,BUTTER PAPER RIM 480 PC,PAPER,Wholesale,Rim,480,PKR,2600,2500,100,0.038461538461538464,0.04,True,WS-RATES:8:36
RS-000288,PAPER ONE A4 100G,PAPER WRITE,Wholesale,Piece,,PKR,1680,1636,44,0.02619047619047619,0.02689486552567237,True,WS-RATES:8:37
RS-000289,PIANO METALLIC 111 PENCIL,PENCILS,Wholesale,Piece,,PKR,178,168,10,0.056179775280898875,0.05952380952380952,True,WS-RATES:9:2
RS-000290,PIANO EXECUTIVE 333 PENCIL,PENCILS,Wholesale,Piece,,PKR,178,169,9,0.05056179775280899,0.05325443786982249,True,WS-RATES:9:3
RS-000291,PIANO RANGEEN PENCIL,PENCILS,Wholesale,Piece,,PKR,177,169,8,0.04519774011299435,0.047337278106508875,True,WS-RATES:9:4
RS-000292,PIANO BROWN PENCIL,PENCILS,Wholesale,Piece,,PKR,181,172,9,0.049723756906077346,0.05232558139534884,True,WS-RATES:9:5
RS-000293,DEER PRO PLUS ERASER DR48,ERASERS,Wholesale,Piece,,PKR,336,290,46,0.13690476190476192,0.15862068965517243,True,WS-RATES:9:6
RS-000294,2026 DAIRY 950,CHINA DAIRIES,Wholesale,Piece,,PKR,510,480,30,0.058823529411764705,0.0625,True,WS-RATES:9:7
RS-000295,2026 DAIRY 680,CHINA DAIRIES,Wholesale,Piece,,PKR,380,345,35,0.09210526315789473,0.10144927536231885,True,WS-RATES:9:8
RS-000296,DUX SILVER PENCIL 7001 (24PCS),PENCILS,Wholesale,Pack,24,PKR,384,345,39,0.1015625,0.11304347826086956,True,WS-RATES:9:9
RS-000297,RUBI CARBON PAPER,CHINA DAIRIES,Wholesale,Piece,,PKR,400,375,25,0.0625,0.06666666666666667,True,WS-RATES:9:10
RS-000298,DUX JUMBO COLOUR PENCIL,BALL POINT,Wholesale,Piece,,PKR,430,410,20,0.046511627906976744,0.04878048780487805,True,WS-RATES:9:11
RS-000299,PANDA MULTI COLOUR 100+1,BALL POINT,Wholesale,Pack,101,PKR,260,220,40,0.15384615384615385,0.18181818181818182,True,WS-RATES:9:12
RS-000300,LR 100 NEAT REGISTER L,REGISTERS,Wholesale,Piece,,PKR,120,100,20,0.16666666666666666,0.2,True,WS-RATES:9:13
RS-000301,BAOKE TABLE PEN,BALL POINT,Wholesale,Piece,,PKR,130,113,17,0.13076923076923078,0.1504424778761062,True,WS-RATES:9:14
RS-000302,QURAN PAK 117,BALL POINT,Wholesale,Piece,,PKR,3150,3055,95,0.03015873015873016,0.031096563011456628,True,WS-RATES:9:15
RS-000303,BUTTERFLY,CHINA,Wholesale,Piece,,PKR,160,135,25,0.15625,0.18518518518518517,True,WS-RATES:9:16
RS-000304,BIRTHDAY CANDLE 2,CHINA,Wholesale,Piece,,PKR,90,72,18,0.2,0.25,True,WS-RATES:9:17
RS-000305,BIRTHDAY CANDLE 1,CHINA,Wholesale,Piece,,PKR,115,92,23,0.2,0.25,True,WS-RATES:9:18
RS-000306,THEME UMRAH MUBARAK,CHINA,Wholesale,Piece,,PKR,430,405,25,0.05813953488372093,0.06172839506172839,True,WS-RATES:9:19
RS-000307,CHAMKEELI DAIRY LARGE,CHINA DAIRIES,Wholesale,Piece,,PKR,200,165,35,0.175,0.21212121212121213,True,WS-RATES:9:20
RS-000308,3D STICKER WORLD 3+,STICKERS,Wholesale,Piece,,PKR,65,47,18,0.27692307692307694,0.3829787234042553,True,WS-RATES:9:21
RS-000309,HAPPY MARRIAGE DISPLAY,DISPLAY,Wholesale,Piece,,PKR,190,180,10,0.05263157894736842,0.05555555555555555,True,WS-RATES:9:22
RS-000310,STAPLER PATTA JP268C,STAPLERS,Wholesale,Piece,,PKR,58,50,8,0.13793103448275862,0.16,True,WS-RATES:9:23
RS-000311,PUR GEOMETRY 302,D-SET SQARE,Wholesale,Piece,,PKR,175,145,30,0.17142857142857143,0.20689655172413793,True,WS-RATES:9:24
RS-000312,KIDDY D (1PCS),D-SET SQARE,Individual,Piece,1,PKR,16,12.5,3.5,0.21875,0.28,True,WS-RATES:9:25
RS-000313,GATTA KHATA COPY 68G NO 4,GATTA REGISTER,Wholesale,Piece,,PKR,190,165,25,0.13157894736842105,0.15151515151515152,True,WS-RATES:9:26
RS-000314,PRISM STAPLER PR-300,STAPLERS,Wholesale,Piece,,PKR,3500,3300,200,0.05714285714285714,0.06060606060606061,True,WS-RATES:9:27
RS-000315,AS BROWNY GOLD PENCIL,PENCILS,Wholesale,Piece,,PKR,165,149,16,0.09696969696969697,0.10738255033557047,True,WS-RATES:9:28
RS-000316,GUM 20 SALE 15PCS,GUM STICK,Wholesale,Pack,15,PKR,200,180,20,0.1,0.1111111111111111,True,WS-RATES:9:29
